ID,DATA_Y
2378909,2021
2379077,2021
2380405,2021
2380588,2021
2380984,2021
2381144,2021
2381164,2021
2381236,2021
2381527,2021
2381617,2021
2381755,2021
2381777,2021
2382010,2021
2382052,2021
2382346,2021
2385398,2021
2385401,2021
2385421,2021
2385487,2021
2385689,2021
2385799,2021
2385839,2021
2385883,2021
2385970,2021
2385984,2021
2386165,2021
2386273,2021
2386302,2021
2386392,2021
2386464,2021
2386476,2021
2386589,2021
2386618,2021
2388338,2021
2388491,2021
2388535,2021
2388598,2021
2388667,2021
2388848,2021
2388863,2021
2389170,2021
2389267,2021
2392577,2021
2392682,2021
2392683,2021
2392889,2021
2392928,2021
2392990,2021
2392997,2021
2393027,2021
2393042,2021
2393064,2021
2393069,2021
2393093,2021
2393267,2021
2393301,2021
2393337,2021
2395494,2021
2395626,2021
2396123,2021
2396565,2021
2397435,2021
2397653,2021
2397706,2021
2397794,2021
2397802,2021
2397873,2021
2398459,2021
2398661,2021
2398891,2021
2399144,2021
2399441,2021
2399583,2021
2399634,2021
2400177,2021
2400189,2021
2401692,2021
2401965,2021
3376168,2021
3376174,2021
3376246,2021
3376259,2021
3376428,2021
3376453,2021
3376503,2021
3376511,2021
3376557,2021
3378078,2021
3381159,2021
3381965,2021
3385199,2021
3385733,2021
3386039,2021
3386299,2021
3386314,2021
3386604,2021
3388028,2021
3388334,2021
3388512,2021
3388540,2021
3388576,2021
3388743,2021
3389067,2021
3395186,2021
3395300,2021
3395409,2021
3395567,2021
3395839,2021
3395975,2021
3396278,2021
3396997,2021
3397656,2021
3398098,2021
3398388,2021
3398603,2021
3398773,2021
3399346,2021
3399385,2021
3399476,2021
3399653,2021
3400061,2021
3400394,2021
3401586,2021
3402309,2021
3402648,2021
3402719,2021
4376220,2021
4376255,2021
4376502,2021
4378299,2021
4378444,2021
4378838,2021
4380365,2021
4381229,2021
4386142,2021
4386236,2021
4386307,2021
4386369,2021
4386437,2021
4386465,2021
4386635,2021
4386735,2021
4388586,2021
4388751,2021
4388754,2021
4388909,2021
4389117,2021
4389133,2021
4389142,2021
4396060,2021
4396449,2021
4397015,2021
4397070,2021
4397319,2021
4397350,2021
4398453,2021
4399332,2021
4399374,2021
4400059,2021
4401380,2021
4401509,2021
4401757,2021
4402310,2021
4402356,2021
1403695,2021
1403700,2021
1403701,2021
1403715,2021
1403719,2021
1403725,2021
1403734,2021
1403739,2021
1403761,2021
1403764,2021
1403768,2021
1403777,2021
1403778,2021
1403783,2021
1403788,2021
1403791,2021
1403794,2021
1403796,2021
1403813,2021
1405173,2021
1405192,2021
1405232,2021
1405243,2021
1405273,2021
1405275,2021
1405320,2021
1405356,2021
1405360,2021
1405382,2021
1405385,2021
1405521,2021
1405566,2021
1405644,2021
1405761,2021
1405821,2021
1406120,2021
1406188,2021
1406644,2021
1406653,2021
1406866,2021
1406901,2021
1407046,2021
1407065,2021
1408641,2021
1408653,2021
1408757,2021
1408773,2021
1408826,2021
1408836,2021
1408913,2021
1409023,2021
1409060,2021
2403686,2021
2403687,2021
2403689,2021
2403693,2021
2403694,2021
2403699,2021
2403702,2021
2403738,2021
2403756,2021
2403757,2021
2403770,2021
2403787,2021
2403801,2021
2403806,2021
2403811,2021
2405158,2021
2405201,2021
2405207,2021
2405239,2021
2405242,2021
2405250,2021
2405252,2021
2405292,2021
2405308,2021
2405322,2021
2405334,2021
2405343,2021
2405346,2021
2405369,2021
2405555,2021
2405817,2021
2406173,2021
2406222,2021
2406256,2021
2406331,2021
2406523,2021
2406630,2021
2406985,2021
2408784,2021
2408798,2021
2408858,2021
2408891,2021
2408912,2021
2409061,2021
3405277,2021
3405290,2021
3405301,2021
3405312,2021
3405339,2021
3405712,2021
3405850,2021
3406067,2021
3406192,2021
3406629,2021
